term,score,label
emotionalize,1.54,abstract
enduringly,1.54,abstract
excusably,1.54,abstract
gainfulness,1.54,abstract
high time,1.54,abstract
idolism,1.54,abstract
imperialistically,1.54,abstract
imperially,1.54,abstract
inarticulately,1.54,abstract
inartificiality,1.54,abstract
incoercible,1.54,abstract
indisputability,1.54,abstract
inexplicability,1.54,abstract
infallibly,1.54,abstract
inoffensiveness,1.54,abstract
intangibly,1.54,abstract
invulnerableness,1.54,abstract
irreplaceably,1.54,abstract
logicalness,1.54,abstract
muddleheaded,1.54,abstract
offhandedness,1.54,abstract
openheartedness,1.54,abstract
persuadable,1.54,abstract
pervasively,1.54,abstract
preconceive,1.54,abstract
reprehensively,1.54,abstract
representatively,1.54,abstract
repressively,1.54,abstract
satirically,1.54,abstract
sensualistic,1.54,abstract
shamefulness,1.54,abstract
tentativeness,1.54,abstract
terribleness,1.54,abstract
transitiveness,1.54,abstract
tremendousness,1.54,abstract
trustless,1.54,abstract
unfeelingly,1.54,abstract
unflatteringly,1.54,abstract
unintuitive,1.54,abstract
unmindful,1.54,abstract
unobjectionable,1.54,abstract
verbalism,1.54,abstract
amazing,1.55,abstract
charmless,1.55,abstract
distrustful,1.55,abstract
indefinable,1.55,abstract
indulgent,1.55,abstract
inspiring,1.55,abstract
monotonous,1.55,abstract
pleasant,1.55,abstract
rousing,1.55,abstract
sociological,1.55,abstract
sociopolitical,1.55,abstract
superstitious,1.55,abstract
unchristian,1.55,abstract
vague,1.55,abstract
absurdly,1.55,abstract
astonishingly,1.55,abstract
bewitchingly,1.55,abstract
blithely,1.55,abstract
devoutly,1.55,abstract
essentially,1.55,abstract
horribly,1.55,abstract
judiciously,1.55,abstract
luckily,1.55,abstract
marvelously,1.55,abstract
openly,1.55,abstract
tremendously,1.55,abstract
ultra,1.55,abstract
unfairly,1.55,abstract
wholeheartedly,1.55,abstract
wistfully,1.55,abstract
while,1.55,abstract
accountability,1.55,abstract
antipathy,1.55,abstract
bleakness,1.55,abstract
disenchantment,1.55,abstract
impudence,1.55,abstract
mindset,1.55,abstract
misrepresentation,1.55,abstract
resourcefulness,1.55,abstract
by,1.55,abstract
concerning,1.55,abstract
to,1.55,abstract
believe,1.55,abstract
causing,1.55,abstract
inspired,1.55,abstract
circumspectness,1.55,abstract
doubtlessness,1.55,abstract
eugenic,1.55,abstract
fundamentality,1.55,abstract
good natured,1.55,abstract
immortalization,1.55,abstract
in demand,1.55,abstract
ineligibly,1.55,abstract
influentially,1.55,abstract
mortifyingly,1.55,abstract
nondiscretionary,1.55,abstract
originative,1.55,abstract
permissively,1.55,abstract
revelatory,1.55,abstract
thanklessness,1.55,abstract
undiscerning,1.55,abstract
undreamt,1.55,abstract
ungratefully,1.55,abstract
unwholesomeness,1.55,abstract
zen,1.55,abstract
dispiritedness,1.56,abstract
harebrained,1.56,abstract
inconsequential,1.56,abstract
inspirational,1.56,abstract
instinctive,1.56,abstract
instinctual,1.56,abstract
mythic,1.56,abstract
normative,1.56,abstract
possible,1.56,abstract
quintessential,1.56,abstract
transformative,1.56,abstract
unenlightening,1.56,abstract
ungodly,1.56,abstract
unnecessary,1.56,abstract
unremembered,1.56,abstract
unsanctified,1.56,abstract
unwarned,1.56,abstract
conscientiously,1.56,abstract
deservedly,1.56,abstract
determinably,1.56,abstract
doubtlessly,1.56,abstract
futilely,1.56,abstract
heartedly,1.56,abstract
invitingly,1.56,abstract
reputedly,1.56,abstract
shamefully,1.56,abstract
alas,1.56,abstract
felicity,1.56,abstract
brainpower,1.56,abstract
contrary,1.56,abstract
damnation,1.56,abstract
escapism,1.56,abstract
holiness,1.56,abstract
inconsideration,1.56,abstract
indignity,1.56,abstract
ingratitude,1.56,abstract
insentient,1.56,abstract
insincerity,1.56,abstract
piety,1.56,abstract
predominance,1.56,abstract
presumptuousness,1.56,abstract
radicalism,1.56,abstract
unbelief,1.56,abstract
behoove,1.56,abstract
demystify,1.56,abstract
disown,1.56,abstract
lavishing,1.56,abstract
semiskilled,1.56,abstract
titillate,1.56,abstract
valued,1.56,abstract
ambiguously,1.56,abstract
arbitrariness,1.56,abstract
ashamedly,1.56,abstract
blamefulness,1.56,abstract
capableness,1.56,abstract
clearheadedly,1.56,abstract
cosmopolitanism,1.56,abstract
creationistic,1.56,abstract
disconcertingly,1.56,abstract
distractive,1.56,abstract
dynastically,1.56,abstract
expressivity,1.56,abstract
externalism,1.56,abstract
forbiddingness,1.56,abstract
free will,1.56,abstract
futileness,1.56,abstract
grimness,1.56,abstract
hyperinflationary,1.56,abstract
ill will,1.56,abstract
immaterialism,1.56,abstract
impartibility,1.56,abstract
inappreciably,1.56,abstract
indistinctness,1.56,abstract
invariantly,1.56,abstract
irrationalize,1.56,abstract
legendry,1.56,abstract
nonassertive,1.56,abstract
nondiscrimination,1.56,abstract
nonmaterial,1.56,abstract
nonmathematical,1.56,abstract
patronizingly,1.56,abstract
prepossession,1.56,abstract
transcendentally,1.56,abstract
undecidedly,1.56,abstract
unforgotten,1.56,abstract
uninventive,1.56,abstract
unknowingness,1.56,abstract
unrecalled,1.56,abstract
unreserved,1.56,abstract
unrevoked,1.56,abstract
vengefully,1.56,abstract
wholeheartedness,1.56,abstract
aimless,1.57,abstract
appreciable,1.57,abstract
dignified,1.57,abstract
feasible,1.57,abstract
formative,1.57,abstract
fundamental,1.57,abstract
ineffective,1.57,abstract
inestimable,1.57,abstract
inexcusable,1.57,abstract
interrelated,1.57,abstract
ironic,1.57,abstract
predetermined,1.57,abstract
salacious,1.57,abstract
timeless,1.57,abstract
unearned,1.57,abstract
unquestioning,1.57,abstract
worthiest,1.57,abstract
curiously,1.57,abstract
exceptionally,1.57,abstract
gratefully,1.57,abstract
howsoever,1.57,abstract
incomparably,1.57,abstract
inexplicably,1.57,abstract
moodily,1.57,abstract
ostentatiously,1.57,abstract
otherwise,1.57,abstract
perchance,1.57,abstract
resolutely,1.57,abstract
sympathetically,1.57,abstract
unconsciously,1.57,abstract
unforgettably,1.57,abstract
abstraction,1.57,abstract
accord,1.57,abstract
anytime,1.57,abstract
awesomeness,1.57,abstract
coincidence,1.57,abstract
discernment,1.57,abstract
duh,1.57,abstract
eventuality,1.57,abstract
humbug,1.57,abstract
inefficiency,1.57,abstract
inhumanity,1.57,abstract
loyalty,1.57,abstract
mercy,1.57,abstract
misapprehension,1.57,abstract
nonexistence,1.57,abstract
oversight,1.57,abstract
persuasiveness,1.57,abstract
repentance,1.57,abstract
ruse,1.57,abstract
subconscious,1.57,abstract
intellectualize,1.57,abstract
nonbinding,1.57,abstract
objectify,1.57,abstract
reinvigorate,1.57,abstract
accordantly,1.57,abstract
accusingly,1.57,abstract
appreciativeness,1.57,abstract
atonable,1.57,abstract
avoidably,1.57,abstract
blasphemousness,1.57,abstract
condonable,1.57,abstract
conscionable,1.57,abstract
determinativeness,1.57,abstract
discriminatively,1.57,abstract
distractedly,1.57,abstract
dubiousness,1.57,abstract
eternalize,1.57,abstract
headily,1.57,abstract
honorability,1.57,abstract
humorlessness,1.57,abstract
impassiveness,1.57,abstract
imploringly,1.57,abstract
impureness,1.57,abstract
inconceivably,1.57,abstract
indeterminable,1.57,abstract
invocative,1.57,abstract
life assurance,1.57,abstract
literalism,1.57,abstract
nonproprietary,1.57,abstract
particularity,1.57,abstract
receptiveness,1.57,abstract
remarkableness,1.57,abstract
tactlessness,1.57,abstract
uncorrupting,1.57,abstract
underrepresented,1.57,abstract
underspecified,1.57,abstract
unjustness,1.57,abstract
venerability,1.57,abstract
analogous,1.58,abstract
chagrined,1.58,abstract
disciplined,1.58,abstract
drastic,1.58,abstract
explicable,1.58,abstract
idiosyncratic,1.58,abstract
obligatory,1.58,abstract
pious,1.58,abstract
profound,1.58,abstract
representational,1.58,abstract
winnable,1.58,abstract
zany,1.58,abstract
accordingly,1.58,abstract
advisedly,1.58,abstract
amazingly,1.58,abstract
contemptibly,1.58,abstract
copiously,1.58,abstract
customarily,1.58,abstract
harrowingly,1.58,abstract
indisputably,1.58,abstract
irrefutably,1.58,abstract
prematurely,1.58,abstract
purposefully,1.58,abstract
retroactively,1.58,abstract
scholastically,1.58,abstract
subliminally,1.58,abstract
tumultuously,1.58,abstract
unarguably,1.58,abstract
allusion,1.58,abstract
antihuman,1.58,abstract
apprehensibility,1.58,abstract
blessedness,1.58,abstract
concordance,1.58,abstract
ethos,1.58,abstract
exponential,1.58,abstract
fabulousness,1.58,abstract
fallibility,1.58,abstract
misguidance,1.58,abstract
omnipotence,1.58,abstract
prudence,1.58,abstract
relevance,1.58,abstract
senselessness,1.58,abstract
subservience,1.58,abstract
suitability,1.58,abstract
behooves,1.58,abstract
misconstrue,1.58,abstract
undertook,1.58,abstract
abominableness,1.58,abstract
acquiescently,1.58,abstract
amicableness,1.58,abstract
antirevolutionary,1.58,abstract
arbitrational,1.58,abstract
blamefully,1.58,abstract
collectedness,1.58,abstract
comparativeness,1.58,abstract
confusability,1.58,abstract
conjunctive,1.58,abstract
conservativeness,1.58,abstract
constringent,1.58,abstract
correlational,1.58,abstract
depressiveness,1.58,abstract
egregiousness,1.58,abstract
explanatively,1.58,abstract
expletory,1.58,abstract
exuberate,1.58,abstract
forbearingly,1.58,abstract
formidableness,1.58,abstract
godlessly,1.58,abstract
halfhearted,1.58,abstract
idolatrize,1.58,abstract
implicitness,1.58,abstract
impressionableness,1.58,abstract
imputable,1.58,abstract
incapably,1.58,abstract
inexplicitly,1.58,abstract
innateness,1.58,abstract
inoffensively,1.58,abstract
insensitiveness,1.58,abstract
insidiousness,1.58,abstract
irreconcilability,1.58,abstract
irresistibleness,1.58,abstract
jestingly,1.58,abstract
languidness,1.58,abstract
libertinism,1.58,abstract
literalize,1.58,abstract
misadvised,1.58,abstract
relevantly,1.58,abstract
reproachable,1.58,abstract
respectfulness,1.58,abstract
semantically,1.58,abstract
specifiable,1.58,abstract
suboptimal,1.58,abstract
superstitiously,1.58,abstract
temperately,1.58,abstract
unappropriate,1.58,abstract
unasserted,1.58,abstract
unelaborated,1.58,abstract
unrepresentative,1.58,abstract
validness,1.58,abstract
wondrousness,1.58,abstract
computational,1.59,abstract
easygoing,1.59,abstract
esoteric,1.59,abstract
forgivable,1.59,abstract
heady,1.59,abstract
hopeless,1.59,abstract
immoral,1.59,abstract
inappropriate,1.59,abstract
infinite,1.59,abstract
intriguing,1.59,abstract
lone,1.59,abstract
nonexistent,1.59,abstract
obliging,1.59,abstract
relatable,1.59,abstract
tantamount,1.59,abstract
undetermined,1.59,abstract
unenviable,1.59,abstract
uninitiated,1.59,abstract
unmentioned,1.59,abstract
unpractical,1.59,abstract
unprecedented,1.59,abstract
unwitting,1.59,abstract
valiant,1.59,abstract
valueless,1.59,abstract
weird,1.59,abstract
wry,1.59,abstract
benevolently,1.59,abstract
discretely,1.59,abstract
dramatically,1.59,abstract
equally,1.59,abstract
ethically,1.59,abstract
humbly,1.59,abstract
hypothetically,1.59,abstract
intolerably,1.59,abstract
never,1.59,abstract
preposterously,1.59,abstract
rationally,1.59,abstract
sociologically,1.59,abstract
suggestively,1.59,abstract
supernaturally,1.59,abstract
unquestioningly,1.59,abstract
whether,1.59,abstract
actualization,1.59,abstract
anyways,1.59,abstract
assuredness,1.59,abstract
certainty,1.59,abstract
circumstances,1.59,abstract
complacency,1.59,abstract
dehumanization,1.59,abstract
dispassion,1.59,abstract
ethic,1.59,abstract
fakery,1.59,abstract
fantasy,1.59,abstract
honesty,1.59,abstract
irony,1.59,abstract
keenness,1.59,abstract
lovesickness,1.59,abstract
misappropriation,1.59,abstract
modularity,1.59,abstract
perversity,1.59,abstract
reconsideration,1.59,abstract
splendor,1.59,abstract
territoriality,1.59,abstract
vileness,1.59,abstract
wonderfulness,1.59,abstract
wont,1.59,abstract
worthlessness,1.59,abstract
differ,1.59,abstract
estrange,1.59,abstract
fooling,1.59,abstract
instill,1.59,abstract
invalidate,1.59,abstract
is,1.59,abstract
knowing,1.59,abstract
outdo,1.59,abstract
smitten,1.59,abstract
abstractedness,1.59,abstract
aptness,1.59,abstract
aristocratically,1.59,abstract
assimilative,1.59,abstract
auspiciously,1.59,abstract
avertedly,1.59,abstract
captivatingly,1.59,abstract
compensational,1.59,abstract
decentralism,1.59,abstract
deductively,1.59,abstract
dismayingly,1.59,abstract
downrightness,1.59,abstract
dreadfulness,1.59,abstract
egocentrism,1.59,abstract
euphonic,1.59,abstract
exasperatingly,1.59,abstract
exceptionality,1.59,abstract
explanative,1.59,abstract
foreknowing,1.59,abstract
generalness,1.59,abstract
griefless,1.59,abstract
imaginably,1.59,abstract
inconsistently,1.59,abstract
incurability,1.59,abstract
indiscernible,1.59,abstract
indiscreetness,1.59,abstract
indispensably,1.59,abstract
individualization,1.59,abstract
ineffectualness,1.59,abstract
inexhaustibility,1.59,abstract
infectiveness,1.59,abstract
insatiate,1.59,abstract
inscrutability,1.59,abstract
institutionalism,1.59,abstract
interdependently,1.59,abstract
invulnerably,1.59,abstract
judicially,1.59,abstract
legitimatize,1.59,abstract
marginality,1.59,abstract
negligibly,1.59,abstract
objectivistic,1.59,abstract
partialness,1.59,abstract
progressiveness,1.59,abstract
redemptive,1.59,abstract
renounceable,1.59,abstract
reprovingly,1.59,abstract
traditionalistic,1.59,abstract
ultraconservatism,1.59,abstract
unappeasable,1.59,abstract
unassociated,1.59,abstract
uncompelled,1.59,abstract
uncritically,1.59,abstract
unhistorical,1.59,abstract
unpledged,1.59,abstract
unrealism,1.59,abstract
untypically,1.59,abstract
utilizable,1.59,abstract
best,1.6,abstract
choosy,1.6,abstract
impractical,1.6,abstract
interesting,1.6,abstract
presumptive,1.6,abstract
rightful,1.6,abstract
subversive,1.6,abstract
supposed,1.6,abstract
uncritical,1.6,abstract
undomesticated,1.6,abstract
unexpressed,1.6,abstract
unforgettable,1.6,abstract
uninspiring,1.6,abstract
unmissed,1.6,abstract
unreasonable,1.6,abstract
concurrently,1.6,abstract
damnably,1.6,abstract
dearly,1.6,abstract
eagerly,1.6,abstract
errantly,1.6,abstract
etcetera,1.6,abstract
experimentally,1.6,abstract
fiendishly,1.6,abstract
frankly,1.6,abstract
furthermore,1.6,abstract
idiotically,1.6,abstract
impersonally,1.6,abstract
ridiculously,1.6,abstract
unconcernedly,1.6,abstract
unreasonably,1.6,abstract
valiantly,1.6,abstract
when,1.6,abstract
despond,1.6,abstract
cunningness,1.6,abstract
discretion,1.6,abstract
epiphany,1.6,abstract
flimflam,1.6,abstract
ignorance,1.6,abstract
imprudence,1.6,abstract
passivity,1.6,abstract
quaintness,1.6,abstract
ruthlessness,1.6,abstract
sordidness,1.6,abstract
spirit,1.6,abstract
susceptibility,1.6,abstract
veganism,1.6,abstract
vindication,1.6,abstract
clearheaded,1.6,abstract
limiting,1.6,abstract
abstractive,1.6,abstract
accusative,1.6,abstract
amendatory,1.6,abstract
blamelessly,1.6,abstract
conciseness,1.6,abstract
disquieted,1.6,abstract
dreaminess,1.6,abstract
dynamistic,1.6,abstract
engagingness,1.6,abstract
etherealness,1.6,abstract
fatherliness,1.6,abstract
feasibleness,1.6,abstract
forgivingness,1.6,abstract
formalness,1.6,abstract
groundlessly,1.6,abstract
hellacious,1.6,abstract
impressionability,1.6,abstract
improvingly,1.6,abstract
indecipherability,1.6,abstract
independency,1.6,abstract
indispensableness,1.6,abstract
intrepidness,1.6,abstract
manipulatively,1.6,abstract
nontribal,1.6,abstract
prosperousness,1.6,abstract
rudimentarily,1.6,abstract
so so,1.6,abstract
surpassingly,1.6,abstract
thus far,1.6,abstract
unaccountability,1.6,abstract
unexpectedness,1.6,abstract
unmerited,1.6,abstract
culpable,1.61,abstract
distinctive,1.61,abstract
freethinking,1.61,abstract
godforsaken,1.61,abstract
inauspicious,1.61,abstract
keen,1.61,abstract
nonjudgmental,1.61,abstract
precautious,1.61,abstract
selfless,1.61,abstract
unappeased,1.61,abstract
unofficial,1.61,abstract
unwilling,1.61,abstract
worse,1.61,abstract
astoundingly,1.61,abstract
everlastingly,1.61,abstract
factually,1.61,abstract
immensely,1.61,abstract
ineptly,1.61,abstract
majestically,1.61,abstract
officially,1.61,abstract
passively,1.61,abstract
perpetually,1.61,abstract
unreservedly,1.61,abstract
analogy,1.61,abstract
brashness,1.61,abstract
candidness,1.61,abstract
curiosity,1.61,abstract
idea,1.61,abstract
illicitness,1.61,abstract
implication,1.61,abstract
indiscretion,1.61,abstract
moment,1.61,abstract
panache,1.61,abstract
prestige,1.61,abstract
sexism,1.61,abstract
accrue,1.61,abstract
becomes,1.61,abstract
deduce,1.61,abstract
disconfirm,1.61,abstract
forsaken,1.61,abstract
implore,1.61,abstract
philosophize,1.61,abstract
acrimoniously,1.61,abstract
contemporariness,1.61,abstract
creepiness,1.61,abstract
depositional,1.61,abstract
depreciable,1.61,abstract
derivatively,1.61,abstract
detractingly,1.61,abstract
disaccustomed,1.61,abstract
discussible,1.61,abstract
disownment,1.61,abstract
ethological,1.61,abstract
immersive,1.61,abstract
indistinguishably,1.61,abstract
inharmoniousness,1.61,abstract
inquisitively,1.61,abstract
intolerability,1.61,abstract
justifiability,1.61,abstract
likeliness,1.61,abstract
loyalism,1.61,abstract
nonidentity,1.61,abstract
paternalism,1.61,abstract
primacy,1.61,abstract
purposelessly,1.61,abstract
resort to,1.61,abstract
retiringly,1.61,abstract
tranquilly,1.61,abstract
ultraorthodox,1.61,abstract
unambiguousness,1.61,abstract
unbothered,1.61,abstract
welcomingly,1.61,abstract
wrongheaded,1.61,abstract
adversarial,1.62,abstract
apathetic,1.62,abstract
arbitrary,1.62,abstract
beguiling,1.62,abstract
conceited,1.62,abstract
cultureless,1.62,abstract
deserving,1.62,abstract
disenfranchised,1.62,abstract
disingenuous,1.62,abstract
